UF;CIDADE;CIDADE_SIEBEL;ENCERRAMENTO;QTE
RJ;ARRAIAL DO CABO;CAMINHO DE BUZIOS;2019-07-01;69
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2019-09-01;28359
RS;CAMAQUA;CAMAQUA;2021-12-01;1039
RS;CAXIAS DO SUL;CAXIAS DO SUL;2020-11-01;21184
MG;LEOPOLDINA;LEOPOLDINA;2020-10-01;2436
CE;FORTALEZA;FORTALEZA;2020-11-01;57240
PR;PINHAIS;PINHAIS;2021-02-01;14684
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2020-10-01;8723
MG;VESPASIANO;VESPASIANO;2020-02-01;4399
RO;VILHENA;VILHENA;2020-08-01;938
PR;SAO JOSE DOS PINHAIS;BORDA DO CAMPO DE SAO SEBASTIAO;2021-01-01;21
TO;PALMAS;SANTO AMARO;2021-05-01;2
PB;CAMPINA GRANDE;CAMPINA GRANDE;2021-09-01;2138
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2022-01-01;15848
RJ;MESQUITA;MESQUITA;2021-12-01;14601
PE;PAULISTA;PAULISTA;2020-06-01;1
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2019-10-01;1
MG;CATAGUASES;CATAGUASES;2021-06-01;5537
MG;SETE LAGOAS;SETE LAGOAS;2021-10-01;24731
MG;VESPASIANO;VESPASIANO;2021-01-01;5606
RJ;NOVA IGUACU;NOVA IGUACU;2019-02-01;218
AM;MANAUS;MANAUS;2020-11-01;41649
SC;ITAJAI;ITAJAI;2022-02-01;17409
PI;PARNAIBA;PARNAIBA;2020-10-01;5225
SC;ICARA;ICARA;2021-11-01;514
PR;PIRAQUARA;PIRAQUARA;2022-01-01;9893
BA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;2022-02-01;9165
PR;COLOMBO;SANTA RITA;2021-05-01;44
MG;DIVINOPOLIS;DIVINOPOLIS;2018-10-01;548
PR;COLOMBO;MARACANA;2021-07-01;183
MG;SETE LAGOAS;SETE LAGOAS;2020-11-01;21180
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2020-12-01;6498
PR;LONDRINA;LONDRINA;2020-11-01;656
PR;PONTA GROSSA;PONTA GROSSA;2021-07-01;30521
BA;BARREIRAS;BARREIRAS;2020-12-01;11567
RJ;MESQUITA;MESQUITA;2021-08-01;12014
MG;MONTES CLAROS;MONTES CLAROS;2022-01-01;23797
MG;ARAGUARI;ARAGUARI;2020-11-01;10376
MT;CACERES;CACERES;2021-08-01;351
RJ;PETROPOLIS;PETROPOLIS;2019-01-01;5739
SC;BRUSQUE;BRUSQUE;2021-07-01;8522
MG;LEOPOLDINA;LEOPOLDINA;2022-02-01;3670
PA;MARABA;MARABA;2021-05-01;13356
MT;TANGARA DA SERRA;TANGARA DA SERRA;2021-10-01;61
MA;SAO LUIS;SAO LUIS;2020-06-01;37866
PR;COLOMBO;COLOMBO;2021-08-01;44770
MG;BETIM;BETIM;2020-09-01;16435
MG;NOVA LIMA;SERRA DEL REI;2021-09-01;383
SC;LAGES;LAGES;2021-09-01;12812
RJ;CABO FRIO;UNAMAR;2020-10-01;4293
PR;PALMAS;PALMAS;2021-12-01;569
RS;CANOAS;CANOAS;2020-07-01;19028
AM;MANAUS;MANAUS;2019-02-01;1606
RO;CACOAL;CACOAL;2022-02-01;1425
SC;BLUMENAU;BLUMENAU;2020-10-01;12192
MG;BELMIRO BRAGA;FORTALEZA;2019-12-01;1
CE;MARACANAU;MARACANAU;2021-09-01;304
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2021-12-01;9725
MG;ARAGUARI;ARAGUARI;2020-04-01;8343
RJ;PETROPOLIS;CORREIAS;2019-06-01;20
RJ;DUQUE DE CAXIAS;CAMPOS ELYSEOS;2021-05-01;1
PR;RIBEIRAO DO PINHAL;RIBEIRAO DO PINHAL;2021-12-01;323
BA;JACOBINA;JACOBINA;2020-10-01;1276
BA;BARREIRAS;BARREIRAS;2019-04-01;32
BA;BARREIRAS;BARREIRAS;2021-06-01;12926
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2019-12-01;4056
RJ;PETROPOLIS;PETROPOLIS;2020-06-01;26215
MG;NOVA LIMA;NOVA LIMA;2019-10-01;1141
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2019-05-01;19321
AP;MACAPA;MACAPA;2021-05-01;24673
MG;POCOS DE CALDAS;POCOS DE CALDAS;2020-09-01;5834
RS;VIAMAO;VIAMAO;2021-03-01;25227
PI;PIRIPIRI;PIRIPIRI;2020-02-01;127
RJ;PETROPOLIS;PETROPOLIS;2019-09-01;14317
MG;DIVINOPOLIS;DIVINOPOLIS;2022-01-01;24804
MG;VESPASIANO;VESPASIANO;2019-07-01;2982
PR;MARINGA;MARINGA;2019-12-01;1
RN;NATAL;NATAL;2020-10-01;4768
MT;CUIABA;CUIABA;2021-11-01;14306
MG;VARGINHA;VARGINHA;2020-01-01;4402
RJ;ITAGUAI;ITAGUAI;2020-06-01;1042
MS;DOURADOS;DOURADOS;2019-12-01;6029
DF;BRASILIA;BRASILIA;2021-05-01;31359
MG;NOVA LIMA;NOVA LIMA;2021-05-01;1374
MG;BETIM;BETIM;2021-08-01;24693
MG;POUSO ALEGRE;POUSO ALEGRE;2020-01-01;3507
PE;PAULISTA;PAULISTA;2021-05-01;373
PR;LONDRINA;LONDRINA;2021-07-01;1122
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2021-08-01;15230
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2021-03-01;5971
AC;RIO BRANCO;RIO BRANCO;2019-07-01;689
RJ;SAO GONCALO;SAO GONCALO;2018-11-01;1122
MG;SAO JOAO DEL REI;SERRA DEL REI;2018-10-01;24
RJ;CABO FRIO;TAMOIOS;2021-01-01;18
BA;LAURO DE FREITAS;LAURO DE FREITAS;2020-03-01;1100
AL;ARAPIRACA;ARAPIRACA;2021-10-01;1890
RS;PORTO ALEGRE;PORTO ALEGRE;2021-07-01;47051
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2019-08-01;2086
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2021-01-01;146158
PB;CAMPINA GRANDE;CAMPINA GRANDE;2020-07-01;106
SC;FLORIANOPOLIS;FLORIANOPOLIS;2021-06-01;6884
PR;COLOMBO;ROCA GRANDE;2020-10-01;258
RR;BOA VISTA;BOA VISTA;2020-01-01;9619
SE;ARACAJU;ARACAJU;2020-04-01;2
MG;NOVA LIMA;NOVA LIMA;2022-02-01;1768
MG;MONTES CLAROS;MONTES CLAROS;2021-08-01;23932
AC;RIO BRANCO;RIO BRANCO;2020-03-01;11288
PI;TERESINA;TERESINA;2020-03-01;11879
RJ;PETROPOLIS;ITAIPAVA;2021-04-01;2232
TO;GURUPI;GURUPI;2021-10-01;958
RR;BOA VISTA;BOA VISTA;2021-09-01;49196
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2021-04-01;8724
MT;RONDONOPOLIS;RONDONOPOLIS;2020-05-01;16276
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2020-11-01;34585
MG;BETIM;BETIM;2019-09-01;3573
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2021-04-01;51377
BA;PAULO AFONSO;PAULO AFONSO;2021-07-01;1011
GO;ANAPOLIS;ANAPOLIS;2020-09-01;1265
RS;CAMAQUA;CAMAQUA;2021-11-01;838
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2021-05-01;6994
MG;NOVA LIMA;SERRA DEL REI;2019-11-01;5
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2021-12-01;29
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2020-01-01;1
BA;EUNAPOLIS;EUNAPOLIS;2021-05-01;6712
MG;VARGINHA;VARGINHA;2018-11-01;320
MG;UBA;UBA;2021-12-01;14174
DF;BRASILIA;CEILANDIA;2020-09-01;22074
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2021-09-01;8713
PE;PAULISTA;PAULISTA;2020-09-01;6
PR;PALMAS;PALMAS;2021-11-01;408
AL;ARAPIRACA;ARAPIRACA;2021-04-01;498
RS;CAXIAS DO SUL;CAXIAS DO SUL;2019-09-01;486
BA;BARREIRAS;BARREIRAS;2019-05-01;263
SC;ITAJAI;ITAJAI;2020-09-01;3038
MT;SINOP;SINOP;2020-02-01;1
RS;PELOTAS;PELOTAS;2021-08-01;15334
PB;JOAO PESSOA;JOAO PESSOA;2021-05-01;7015
MT;CUIABA;CUIABA;2021-08-01;12229
MG;MONTES CLAROS;MONTES CLAROS;2019-10-01;7863
PA;BELEM;BELEM;2021-10-01;71570
ES;CARIACICA;CARIACICA;2021-04-01;7338
MG;DIVINOPOLIS;DIVINOPOLIS;2019-03-01;3986
RS;PORTO ALEGRE;PORTO ALEGRE;2019-06-01;2634
PR;ANDIRA;ANDIRA;2022-01-01;379
PA;BELEM;BELEM;2019-07-01;1835
RS;SANTA MARIA;SANTA MARIA;2021-11-01;27376
MG;LEOPOLDINA;LEOPOLDINA;2020-08-01;2333
ES;CACHOEIRO DE ITAPEMIRIM;CACHOEIRO DE ITAPEMIRIM;2021-10-01;5958
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2022-01-01;29
MS;DOURADOS;DOURADOS;2022-01-01;32918
RJ;TERESOPOLIS;TERESOPOLIS;2019-07-01;1435
ES;VITORIA;VITORIA;2021-01-01;8732
AL;MACEIO;MACEIO;2020-05-01;699
ES;CARIACICA;CARIACICA;2020-11-01;2154
PR;PALMAS;PALMAS;2022-01-01;663
MG;CATAGUASES;CATAGUASES;2021-01-01;2867
RJ;BELFORD ROXO;BELFORD ROXO;2020-03-01;2294
GO;CIDADE OCIDENTAL;CIDADE OCIDENTAL;2020-11-01;2601
SC;JOINVILLE;JOINVILLE;2021-10-01;17485
RJ;CABO FRIO;MARINA PORTO BUZIOS;2020-09-01;1
BA;JACOBINA;JACOBINA;2021-03-01;1581
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2021-10-01;3786
RJ;SAO GONCALO;SAO GONCALO;2021-10-01;21783
MG;ARAGUARI;ARAGUARI;2020-08-01;10022
MS;CAMPO GRANDE;CAMPO GRANDE;2020-06-01;2969
MG;BELO HORIZONTE;BELO HORIZONTE;2022-02-01;121555
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2018-12-01;37655
RS;SANTA MARIA;SANTA MARIA;2021-02-01;14307
RO;VILHENA;VILHENA;2020-11-01;2648
MG;LEOPOLDINA;LEOPOLDINA;2020-02-01;1840
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2018-12-01;12429
DF;BRASILIA;RIACHO FUNDO;2021-06-01;2225
MG;GOVERNADOR VALADARES;GOVERNADOR VALADARES;2020-02-01;3786
MT;RONDONOPOLIS;RONDONOPOLIS;2020-06-01;18181
RJ;DUQUE DE CAXIAS;XEREM;2021-01-01;1
RS;PASSO FUNDO;PASSO FUNDO;2020-04-01;473
PI;FLORIANO;FLORIANO;2021-09-01;552
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2021-04-01;8442
DF;BRASILIA;CEILANDIA;2020-02-01;7
ES;NOVA VENECIA;NOVA VENECIA;2020-10-01;2843
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2021-06-01;185013
SC;GAROPABA;GAROPABA;2022-02-01;284
BA;SALVADOR;SALVADOR;2020-01-01;37259
RS;SANTO ANGELO;SANTO ANGELO;2020-08-01;734
AM;MANAUS;MANAUS;2020-08-01;35061
RJ;CABO FRIO;CABO FRIO;2018-09-01;847
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2019-09-01;5336
MG;PATROCINIO;PATROCINIO;2019-07-01;164
BA;SALVADOR;SALVADOR;2019-12-01;32584
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2019-08-01;1761
MS;CAMPO GRANDE;CAMPO GRANDE;2021-02-01;25171
RJ;MANGARATIBA;MANGARATIBA;2021-05-01;73
MG;ARAGUARI;ARAGUARI;2020-06-01;9313
RS;PASSO FUNDO;PASSO FUNDO;2020-07-01;2250
PB;CAMPINA GRANDE;CAMPINA GRANDE;2021-10-01;2205
PR;PONTA GROSSA;PONTA GROSSA;2021-01-01;19266
MT;PRIMAVERA DO LESTE;PRIMAVERA DO LESTE;2022-01-01;2530
BA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;2021-12-01;9011
RJ;TERESOPOLIS;TERESOPOLIS;2018-12-01;273
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2019-03-01;2216
RS;CANOAS;CANOAS;2019-12-01;4432
SC;RIO DO SUL;RIO DO SUL;2020-09-01;5067
PR;UNIAO DA VITORIA;UNIAO DA VITORIA;2021-10-01;213
AM;MANAUS;MANAUS;2019-07-01;5592
BA;TEIXEIRA DE FREITAS;TEIXEIRA DE FREITAS;2020-09-01;1569
MG;BELO HORIZONTE;BELO HORIZONTE;2021-07-01;98150
MS;DOURADOS;DOURADOS;2020-05-01;16589
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2020-06-01;8801
MG;BETIM;BETIM;2020-06-01;12899
BA;FEIRA DE SANTANA;FEIRA DE SANTANA;2020-05-01;1934
RS;ALVORADA;ALVORADA;2021-12-01;33511
RS;PASSO FUNDO;PASSO FUNDO;2021-06-01;12683
AL;MACEIO;MACEIO;2020-04-01;356
AC;RIO BRANCO;RIO BRANCO;2020-10-01;24462
CE;FORTALEZA;FORTALEZA;2019-07-01;10014
BA;LAURO DE FREITAS;LAURO DE FREITAS;2020-10-01;3006
RJ;PETROPOLIS;JARDIM ARARAS;2021-03-01;359
MT;SINOP;SINOP;2021-03-01;6995
MG;ARAGUARI;ARAGUARI;2019-07-01;1801
PR;COLOMBO;COLOMBO;2019-04-01;1630
RJ;ITAGUAI;ITAGUAI;2021-12-01;8058
MA;SANTA INES;SANTA INES;2021-07-01;4306
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2019-06-01;642
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2019-08-01;1252
PA;BELEM;BELEM;2021-01-01;47728
PA;BELEM;BELEM;2019-06-01;126
GO;NOVO GAMA;NOVO GAMA;2022-01-01;688
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2019-04-01;1
MG;VARGINHA;VARGINHA;2021-10-01;11227
PR;COLOMBO;MARACANA;2021-05-01;191
RS;ALVORADA;ALVORADA;2021-11-01;33287
MT;TANGARA DA SERRA;TANGARA DA SERRA;2021-12-01;282
MG;RIBEIRAO DAS NEVES;RIBEIRAO DAS NEVES;2020-05-01;596
MA;SAO LUIS;SAO LUIS;2020-02-01;22994
SC;RIO DO SUL;RIO DO SUL;2021-02-01;5672
BA;LUIS EDUARDO MAGALHAES;LUIS EDUARDO MAGALHAES;2022-01-01;957
DF;BRASILIA;GAMA;2021-04-01;5
MG;JUIZ DE FORA;JUIZ DE FORA;2019-10-01;5109
PR;FLORESTA;FLORESTA;2021-11-01;338
BA;PORTO SEGURO;PORTO SEGURO;2021-10-01;965
RS;ALVORADA;ALVORADA;2021-07-01;32300
PR;PONTA GROSSA;PONTA GROSSA;2021-05-01;26699
RJ;ARRAIAL DO CABO;CAMINHO DE BUZIOS;2018-11-01;404
SE;ARACAJU;ARACAJU;2021-09-01;14903
MG;LEOPOLDINA;LEOPOLDINA;2021-04-01;3274
RJ;CABO FRIO;TAMOIOS;2022-02-01;19
SC;NAVEGANTES;NAVEGANTES;2022-01-01;1300
ES;VILA VELHA;VILA VELHA;2021-08-01;3103
PE;OLINDA;OLINDA;2019-06-01;1993
PE;CARUARU;CARUARU;2020-04-01;3445
MS;CAMPO GRANDE;CAMPO GRANDE;2020-01-01;1
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2018-11-01;80
MS;CAMPO GRANDE;CAMPO GRANDE;2020-12-01;18231
RS;SANTA CRUZ DO SUL;SANTA CRUZ DO SUL;2020-12-01;6635
GO;GOIANIA;GOIANIA;2021-11-01;61819
MG;SAO JOAO DEL REI;SAO JOAO DEL REI;2019-05-01;9
RJ;SAO JOAO DE MERITI;VILAR DOS TELES;2021-03-01;33743
PE;RECIFE;RECIFE;2020-01-01;5524
RJ;PETROPOLIS;PETROPOLIS;2021-09-01;36381
RJ;DUQUE DE CAXIAS;CAMPOS ELYSEOS;2021-06-01;1
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2020-01-01;12383
RS;NOVO HAMBURGO;NOVO HAMBURGO;2021-11-01;21089
RJ;TERESOPOLIS;TERESOPOLIS;2020-05-01;3694
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2020-11-01;7248
RR;BOA VISTA;BOA VISTA;2021-11-01;49685
SC;CRICIUMA;CRICIUMA;2021-11-01;6905
PR;PARANAGUA;PARANAGUA;2021-09-01;2609
RJ;MESQUITA;MESQUITA;2021-10-01;13428
PR;COLOMBO;COLOMBO;2020-11-01;35575
PB;CAMPINA GRANDE;CAMPINA GRANDE;2021-04-01;1699
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2020-02-01;27174
MG;JUIZ DE FORA;JUIZ DE FORA;2021-02-01;25681
PR;SAO PEDRO DO IVAI;SAO PEDRO DO IVAI;2021-12-01;150
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2021-02-01;5860
DF;BRASILIA;CEILANDIA;2020-11-01;24685
BA;JEQUIE;JEQUIE;2020-03-01;1302
SC;CRICIUMA;CRICIUMA;2020-02-01;1
DF;BRASILIA;TAGUATINGA;2020-10-01;13531
PR;COLOMBO;MARACANA;2021-09-01;175
RS;NOVO HAMBURGO;NOVO HAMBURGO;2020-12-01;14274
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2019-08-01;28448
RJ;NITEROI;NITEROI;2020-05-01;14195
RO;PORTO VELHO;PORTO VELHO;2021-03-01;61999
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2021-11-01;15672
MG;POUSO ALEGRE;POUSO ALEGRE;2019-05-01;1933
RJ;ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;2021-12-01;11052
RJ;SAO PEDRO DA ALDEIA;SAO PEDRO DA ALDEIA;2020-07-01;6
MT;RONDONOPOLIS;RONDONOPOLIS;2021-02-01;29053
ES;CARIACICA;ITAQUARI;2021-04-01;29
PE;OLINDA;OLINDA;2021-06-01;19173
BA;LAURO DE FREITAS;LAURO DE FREITAS;2021-05-01;4322
DF;BRASILIA;NUCLEO BANDEIRANTE;2021-03-01;2
DF;BRASILIA;BRASILIA;2020-10-01;9082
PR;PIRAQUARA;PIRAQUARA;2021-12-01;9284
RJ;CABO FRIO;TAMOIOS;2020-11-01;18
SC;ITAJAI;ITAJAI;2020-01-01;1
PR;CASCAVEL;CASCAVEL;2021-11-01;30217
RJ;BELFORD ROXO;VILAR DOS TELES;2018-11-01;14459
MG;ARAGUARI;ARAGUARI;2021-07-01;11140
SC;LAGES;LAGES;2021-11-01;13263
SC;TUBARAO;TUBARAO;2020-07-01;1133
PE;PETROLINA;PETROLINA;2021-12-01;1770
SC;BLUMENAU;BLUMENAU;2021-12-01;26526
MT;RONDONOPOLIS;RONDONOPOLIS;2021-04-01;30456
CE;JUAZEIRO DO NORTE;JUAZEIRO DO NORTE;2019-12-01;2000
ES;SAO GABRIEL DA PALHA;SAO GABRIEL DA PALHA;2022-01-01;1553
MT;RONDONOPOLIS;RONDONOPOLIS;2020-04-01;14276
RJ;TERESOPOLIS;TERESOPOLIS;2018-11-01;154
RJ;PETROPOLIS;ITAIPAVA;2021-06-01;2282
RS;SANTA MARIA;SANTA MARIA;2020-05-01;936
PR;MARINGA;MARINGA;2022-02-01;38381
MG;VESPASIANO;VESPASIANO;2020-11-01;5516
AM;MANAUS;MANAUS;2021-01-01;45776
BA;JEQUIE;JEQUIE;2021-10-01;6328
RJ;SAO GONCALO;SAO GONCALO;2019-06-01;3944
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2020-09-01;5589
BA;LAURO DE FREITAS;LAURO DE FREITAS;2021-09-01;4953
GO;MORRINHOS;MORRINHOS;2021-04-01;2019
MT;VARZEA GRANDE;VARZEA GRANDE;2021-06-01;1659
RJ;PETROPOLIS;PETROPOLIS;2020-05-01;24767
MG;UBA;UBA;2021-11-01;14122
PE;OLINDA;OLINDA;2020-01-01;9538
PA;BELEM;BELEM;2021-07-01;62303
SC;BRUSQUE;BRUSQUE;2020-04-01;1830
GO;GOIANIA;GOIANIA;2019-03-01;1738
RO;VILHENA;VILHENA;2020-09-01;1476
MG;BETIM;BETIM;2020-03-01;8761
RJ;BARRA MANSA;BARRA MANSA;2020-10-01;3094
RJ;SAO JOAO DE MERITI;SAO JOAO DE MERITI;2021-05-01;23045
AM;MANAUS;MANAUS;2022-01-01;71111
MA;SAO LUIS;SAO LUIS;2019-05-01;464
RN;NATAL;NATAL;2020-11-01;5476
RO;JI-PARANA;JI-PARANA;2020-12-01;8452
PR;CURITIBA;CURITIBA;2018-12-01;324
MG;BELMIRO BRAGA;FORTALEZA;2020-01-01;1
SE;ARACAJU;ARACAJU;2021-05-01;10213
DF;BRASILIA;BRASILIA;2021-01-01;16383
PR;PINHAIS;PINHAIS;2022-02-01;22494
BA;BARREIRAS;BARREIRAS;2020-03-01;6655
PR;MEDIANEIRA;MEDIANEIRA;2021-08-01;204
RO;VILHENA;VILHENA;2021-05-01;6583
BA;VITORIA DA CONQUISTA;VITORIA DA CONQUISTA;2021-06-01;8143
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2019-04-01;814
RJ;TERESOPOLIS;TERESOPOLIS;2022-02-01;7446
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2020-08-01;50768
DF;BRASILIA;BRASILIA;2018-10-01;66
MT;RONDONOPOLIS;RONDONOPOLIS;2019-10-01;4903
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2022-01-01;72293
ES;CARIACICA;CARIACICA;2020-07-01;693
RS;SANTO ANGELO;SANTO ANGELO;2020-05-01;63
RJ;PETROPOLIS;JARDIM ARARAS;2020-06-01;1
RO;JI-PARANA;JI-PARANA;2020-04-01;2307
BA;LAURO DE FREITAS;LAURO DE FREITAS;2022-02-01;5126
RJ;CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;2020-09-01;6747
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2021-11-01;9485
RS;SANTA MARIA;SANTA MARIA;2021-01-01;12522
MG;POCOS DE CALDAS;POCOS DE CALDAS;2019-02-01;1381
CE;FORTALEZA;FORTALEZA;2020-07-01;43635
RS;CAXIAS DO SUL;CAXIAS DO SUL;2020-02-01;4662
AL;MACEIO;MACEIO;2020-03-01;163
PI;PIRIPIRI;PIRIPIRI;2021-05-01;198
GO;AGUAS LINDAS DE GOIAS;AGUAS LINDAS DE GOIAS;2019-12-01;46
MT;PRIMAVERA DO LESTE;PRIMAVERA DO LESTE;2021-09-01;1510
ES;SERRA;JACARAIPE;2021-05-01;1
ES;CARIACICA;ITAQUARI;2021-05-01;36
BA;PAULO AFONSO;PAULO AFONSO;2021-08-01;1666
MS;DOURADOS;DOURADOS;2019-07-01;652
PR;PINHAIS;PINHAIS;2021-07-01;20170
BA;LAURO DE FREITAS;LAURO DE FREITAS;2019-09-01;1
RJ;ANGRA DOS REIS;JACUECANGA;2021-10-01;1
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2021-01-01;441
DF;BRASILIA;CEILANDIA;2020-07-01;6
PE;PAULISTA;PAULISTA;2020-05-01;1
MG;SETE LAGOAS;SETE LAGOAS;2021-08-01;24437
MT;RONDONOPOLIS;RONDONOPOLIS;2020-01-01;9187
MG;DIVINOPOLIS;DIVINOPOLIS;2019-10-01;9362
PR;PARANAGUA;PARANAGUA;2022-01-01;6558
RJ;BARRA MANSA;BARRA MANSA;2021-07-01;3380
RJ;MESQUITA;MESQUITA;2021-03-01;3388
PI;PARNAIBA;PARNAIBA;2021-11-01;10101
RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS;2021-01-01;69752
SC;FLORIANOPOLIS;FLORIANOPOLIS;2020-06-01;2464
MG;POCOS DE CALDAS;POCOS DE CALDAS;2021-03-01;7784
RO;VILHENA;VILHENA;2021-04-01;6096
MA;SANTA INES;SANTA INES;2021-10-01;4517
SC;CRICIUMA;CIDADE MINEIRA;2020-12-01;4
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2020-11-01;12077
MS;DOURADOS;DOURADOS;2021-04-01;29666
PR;CASCAVEL;CASCAVEL;2020-06-01;2815
BA;JUAZEIRO;JUAZEIRO;2020-07-01;4222
PI;PARNAIBA;PARNAIBA;2020-08-01;2852
MG;DIVINOPOLIS;DIVINOPOLIS;2018-09-01;289
PR;PIRAQUARA;PIRAQUARA;2021-11-01;8087
RS;SAO LEOPOLDO;SAO LEOPOLDO;2021-05-01;18491
PE;OLINDA;OLINDA;2019-11-01;7227
AP;MACAPA;MACAPA;2020-07-01;12273
MT;RONDONOPOLIS;RONDONOPOLIS;2020-08-01;21919
RJ;ANGRA DOS REIS;ANGRA DOS REIS;2021-02-01;13160
MG;SETE LAGOAS;SETE LAGOAS;2021-12-01;24578
SC;BLUMENAU;BLUMENAU;2021-11-01;26184
RJ;BARRA DO PIRAI;BARRA DO PIRAI;2022-01-01;3961
RS;NOVO HAMBURGO;NOVO HAMBURGO;2021-12-01;21607
RJ;BELFORD ROXO;BELFORD ROXO;2021-07-01;21627
PR;ALMIRANTE TAMANDARE;ALMIRANTE TAMANDARE;2021-10-01;9495
SC;ITUPORANGA;ITUPORANGA;2022-01-01;273
MG;VESPASIANO;VESPASIANO;2020-09-01;5431
SC;LAURENTINO;LAURENTINO;2021-09-01;1
PR;SAO JOSE DOS PINHAIS;SAO JOSE DOS PINHAIS;2021-11-01;57737
MG;NOVA LIMA;NOVA LIMA;2020-05-01;1156
PE;OLINDA;OLINDA;2020-11-01;16263
MG;PATROCINIO;PATROCINIO;2022-01-01;5630
MG;SAO LOURENCO;SAO LOURENCO;2021-06-01;274
MG;RIBEIRAO DAS NEVES;JUSTINOPOLIS;2021-05-01;34
RS;SAO LEOPOLDO;SAO LEOPOLDO;2020-07-01;10455
TO;PORTO NACIONAL;PORTO NACIONAL;2021-11-01;237
RS;ALVORADA;ALVORADA;2020-07-01;23794
SC;LAGES;LAGES;2020-11-01;4505
MG;BELO HORIZONTE;BELO HORIZONTE;2021-10-01;112410
BA;JEQUIE;JEQUIE;2021-04-01;6222
DF;BRASILIA;SOBRADINHO;2021-02-01;16607
PR;COLOMBO;COLONIA FARIA;2021-04-01;2
RJ;MARICA;ITAIPUACU;2021-11-01;1
SC;BLUMENAU;BLUMENAU;2020-08-01;9556
BA;BARREIRAS;BARREIRAS;2021-05-01;12752
ES;SERRA;JACARAIPE;2021-09-01;4
BA;FEIRA DE SANTANA;FEIRA DE SANTANA;2021-11-01;5354
RJ;RIO DE JANEIRO;RIO DE JANEIRO;2020-09-01;119714
SC;TUBARAO;TUBARAO;2022-02-01;4890
RS;SANTO ANGELO;SANTO ANGELO;2020-04-01;1
PE;OLINDA;OLINDA;2021-02-01;18042
MG;PATROCINIO;PATROCINIO;2021-01-01;5728
SC;BRUSQUE;BRUSQUE;2021-09-01;9108
GO;RIO VERDE;RIO VERDE;2020-12-01;2348
GO;APARECIDA DE GOIANIA;APARECIDA DE GOIANIA;2020-06-01;42663
MG;LAGOA SANTA;LAGOA SANTA;2021-08-01;3
